2024-10-01T00:00:00+02:00	1400	1900
2024-10-02T00:00:00+02:00	1400	1900
2024-10-03T00:00:00+02:00	800	1300
2024-10-03T00:00:00+02:00	1500	1600
2024-10-03T00:00:00+02:00	1610	1710
2024-10-04T00:00:00+02:00	800	1300
2024-10-07T00:00:00+02:00	800	1030
2024-10-07T00:00:00+02:00	800	1030
2024-10-07T00:00:00+02:00	1045	1315
2024-10-07T00:00:00+02:00	1045	1315
2024-10-08T00:00:00+02:00	800	1300
2024-10-08T00:00:00+02:00	1500	2100
2024-10-09T00:00:00+02:00	1400	1900
2024-10-10T00:00:00+02:00	800	1300
2024-10-11T00:00:00+02:00	800	1300
2024-10-14T00:00:00+02:00	800	1030
2024-10-14T00:00:00+02:00	800	1030
2024-10-14T00:00:00+02:00	1045	1315
2024-10-14T00:00:00+02:00	1045	1315
2024-10-15T00:00:00+02:00	1400	1900
2024-10-16T00:00:00+02:00	1400	1900
2024-10-17T00:00:00+02:00	800	1300
2024-10-18T00:00:00+02:00	800	1300
2024-10-21T00:00:00+02:00	800	1030
2024-10-21T00:00:00+02:00	800	1030
2024-10-21T00:00:00+02:00	1045	1315
2024-10-21T00:00:00+02:00	1045	1315
2024-10-22T00:00:00+02:00	1400	1900
2024-10-23T00:00:00+02:00	1400	1900
2024-10-24T00:00:00+02:00	800	1300
2024-10-25T00:00:00+02:00	800	1300
2024-11-04T00:00:00+01:00	900	1200
2024-11-04T00:00:00+01:00	1400	1800
2024-11-05T00:00:00+01:00	900	1200
2024-11-05T00:00:00+01:00	1400	1800
2024-11-06T00:00:00+01:00	900	1200
2024-11-06T00:00:00+01:00	1400	1800
2024-11-07T00:00:00+01:00	900	1200
2024-11-07T00:00:00+01:00	1400	1800
2024-11-08T00:00:00+01:00	900	1200
2024-11-08T00:00:00+01:00	1400	1800
2024-11-12T00:00:00+01:00	1400	1900
2024-11-13T00:00:00+01:00	1400	1900
2024-11-14T00:00:00+01:00	800	1300
2024-11-15T00:00:00+01:00	800	1300
2024-11-18T00:00:00+01:00	800	1030
2024-11-18T00:00:00+01:00	800	1030
2024-11-18T00:00:00+01:00	1045	1315
2024-11-18T00:00:00+01:00	1045	1315
2024-11-19T00:00:00+01:00	1400	1900
2024-11-20T00:00:00+01:00	1400	1900
2024-11-21T00:00:00+01:00	800	1300
2024-11-22T00:00:00+01:00	800	1300
2024-11-25T00:00:00+01:00	800	1030
2024-11-25T00:00:00+01:00	800	1030
2024-11-25T00:00:00+01:00	1045	1315
2024-11-25T00:00:00+01:00	1045	1315
2024-11-26T00:00:00+01:00	1400	1900
2024-11-27T00:00:00+01:00	1400	1900
2024-11-28T00:00:00+01:00	800	1300
2024-11-29T00:00:00+01:00	800	1300
2024-12-02T00:00:00+01:00	800	1030
2024-12-02T00:00:00+01:00	800	1030
2024-12-02T00:00:00+01:00	1045	1315
2024-12-02T00:00:00+01:00	1045	1315
2024-12-03T00:00:00+01:00	1020	1115
2024-12-03T00:00:00+01:00	1400	1900
2024-12-04T00:00:00+01:00	1400	1900
2024-12-05T00:00:00+01:00	1400	1800
2024-12-06T00:00:00+01:00	800	1300
2024-12-09T00:00:00+01:00	800	1030
2024-12-09T00:00:00+01:00	800	1030
2024-12-09T00:00:00+01:00	1045	1315
2024-12-09T00:00:00+01:00	1045	1315
2024-12-10T00:00:00+01:00	1240	1335
2024-12-10T00:00:00+01:00	1400	1900
2024-12-11T00:00:00+01:00	1400	1900
2024-12-12T00:00:00+01:00	800	1300
2024-12-13T00:00:00+01:00	800	1300
2024-12-16T00:00:00+01:00	800	1030
2024-12-16T00:00:00+01:00	800	1030
2024-12-16T00:00:00+01:00	1045	1315
2024-12-16T00:00:00+01:00	1045	1315
2024-12-17T00:00:00+01:00	1400	1900
2024-12-18T00:00:00+01:00	1400	1900
2024-12-19T00:00:00+01:00	800	1300
2024-12-20T00:00:00+01:00	800	1300
